order_id,shop_id,user_id,order_amount,total_items,payment_method,Date,Time
1216,14,765,116,1,debit,3/24/2017,4:56:26 AM
2024,24,765,140,1,cash,3/2/2017,4:06:21 AM
4946,35,765,164,1,credit_card,3/1/2017,11:17:04 AM
2323,27,765,169,1,debit,3/22/2017,6:41:25 PM
4354,41,765,236,2,credit_card,3/19/2017,3:46:31 AM
4535,32,765,101,1,debit,3/24/2017,8:14:08 PM
849,69,765,393,3,cash,3/16/2017,11:25:23 AM
3241,47,765,145,1,credit_card,3/14/2017,11:52:14 PM
1697,100,765,333,3,credit_card,3/29/2017,5:13:37 AM
2037,11,765,368,2,credit_card,3/16/2017,11:03:34 AM
2455,73,765,330,2,debit,3/21/2017,8:19:04 AM
1465,4,766,128,1,debit,3/22/2017,11:36:53 PM
3423,20,766,381,3,cash,3/30/2017,5:36:08 PM
2937,69,766,262,2,cash,3/17/2017,10:22:59 PM
1692,84,766,459,3,debit,3/9/2017,1:39:10 AM
1279,70,766,346,2,credit_card,3/15/2017,8:05:22 PM
2116,63,766,544,4,debit,3/14/2017,5:28:31 PM
3978,55,766,171,1,debit,3/10/2017,9:54:00 AM
1133,81,766,354,2,cash,3/7/2017,3:43:40 PM
2170,4,766,256,2,debit,3/20/2017,11:10:22 PM
224,68,767,272,2,credit_card,3/7/2017,9:58:58 AM
4699,57,767,294,2,credit_card,3/28/2017,10:55:02 AM
744,27,767,507,3,cash,3/8/2017,7:58:44 PM
2141,89,767,784,4,cash,3/5/2017,11:52:45 PM
1223,67,767,131,1,credit_card,3/25/2017,4:02:18 PM
3444,41,767,236,2,credit_card,3/7/2017,8:49:02 AM
1122,49,767,516,4,credit_card,3/21/2017,10:37:51 PM
4043,63,767,136,1,credit_card,3/19/2017,8:56:16 AM
1777,2,767,282,3,credit_card,3/18/2017,12:18:24 AM
2212,65,767,308,2,cash,3/26/2017,11:13:12 AM
4463,14,767,464,4,debit,3/8/2017,8:55:41 PM
4198,97,767,162,1,credit_card,3/8/2017,10:50:46 AM
3309,62,767,160,1,credit_card,3/5/2017,3:43:51 AM
1323,48,767,351,3,cash,3/14/2017,4:11:43 AM
4158,91,768,320,2,credit_card,3/30/2017,3:38:30 PM
628,3,768,148,1,debit,3/25/2017,9:45:57 AM
3932,100,768,333,3,cash,3/3/2017,2:45:20 AM
721,95,768,504,3,cash,3/4/2017,3:50:52 PM
3713,75,768,256,2,cash,3/25/2017,9:16:19 PM
435,60,768,354,2,credit_card,3/19/2017,12:58:00 PM
203,67,768,393,3,cash,3/28/2017,7:25:17 AM
688,12,768,201,1,cash,3/10/2017,1:59:06 PM
1115,21,768,142,1,credit_card,3/7/2017,7:35:55 PM
387,30,768,153,1,cash,3/13/2017,1:42:26 PM
2423,35,768,328,2,debit,3/4/2017,9:50:22 PM
2615,21,768,426,3,cash,3/18/2017,11:20:21 AM
4053,63,768,272,2,cash,3/19/2017,5:14:30 PM
2474,84,768,306,2,credit_card,3/22/2017,1:31:45 PM
1998,81,768,531,3,cash,3/20/2017,10:45:35 AM
3437,84,768,306,2,credit_card,3/15/2017,3:10:15 PM
1441,69,768,262,2,cash,3/19/2017,2:56:35 AM
50,64,768,399,3,debit,3/2/2017,5:26:07 PM
2285,66,768,161,1,credit_card,3/14/2017,6:26:42 PM
3327,19,768,163,1,debit,3/23/2017,9:20:49 PM
2885,69,768,524,4,cash,3/23/2017,6:59:58 AM
3432,84,768,306,2,credit_card,3/13/2017,4:02:59 AM
2456,97,769,162,1,cash,3/5/2017,5:18:09 PM
2850,83,769,258,2,debit,3/26/2017,6:12:24 AM
4328,85,769,344,2,debit,3/18/2017,6:16:17 AM
553,10,769,148,1,cash,3/20/2017,11:38:26 AM
4189,72,769,480,3,cash,3/14/2017,7:25:08 PM
4357,5,769,142,1,credit_card,3/2/2017,4:00:51 PM
2316,77,769,312,2,debit,3/1/2017,2:47:04 AM
4084,41,769,236,2,debit,3/11/2017,5:01:39 AM
2202,47,769,435,3,credit_card,3/23/2017,8:13:19 AM
2320,97,769,324,2,credit_card,3/24/2017,4:42:12 AM
3569,74,769,306,2,credit_card,3/22/2017,4:13:19 PM
3136,60,770,354,2,credit_card,3/2/2017,6:11:49 AM
983,61,770,316,2,credit_card,3/3/2017,11:40:40 PM
4574,16,770,156,1,debit,3/26/2017,3:58:15 AM
4830,18,770,156,1,credit_card,3/18/2017,2:19:12 AM
1930,42,770,352,1,credit_card,3/17/2017,8:11:13 AM
309,42,770,352,1,credit_card,3/11/2017,6:14:39 PM
1059,15,770,306,2,credit_card,3/18/2017,7:58:04 PM
438,4,770,128,1,debit,3/8/2017,1:11:33 PM
1967,37,770,142,1,credit_card,3/16/2017,11:20:48 AM
1783,57,770,294,2,credit_card,3/27/2017,9:19:36 AM
3210,55,770,342,2,cash,3/23/2017,2:47:31 AM
3586,25,770,260,2,debit,3/11/2017,4:08:51 PM
2245,33,770,173,1,debit,3/20/2017,12:26:00 PM
4865,15,770,153,1,debit,3/15/2017,7:08:28 AM
4407,6,770,187,1,debit,3/17/2017,3:43:23 PM
1357,22,770,292,2,cash,3/19/2017,5:50:25 PM
1527,53,770,224,2,credit_card,3/12/2017,12:37:39 AM
3354,65,770,154,1,debit,3/15/2017,3:10:30 AM
994,45,771,142,1,cash,3/14/2017,6:40:21 PM
1269,59,771,356,2,debit,3/11/2017,12:45:35 PM
209,88,771,176,1,cash,3/10/2017,5:17:13 AM
3395,79,771,362,2,cash,3/30/2017,12:05:07 PM
4970,7,771,336,3,debit,3/22/2017,2:53:27 PM
3937,88,771,176,1,debit,3/21/2017,7:36:03 AM
402,79,771,543,3,debit,3/12/2017,3:45:43 AM
3653,29,771,326,2,cash,3/3/2017,1:23:25 AM
4638,26,771,352,2,debit,3/12/2017,11:07:33 AM
2601,75,771,384,3,cash,3/29/2017,5:16:49 PM
3850,85,771,344,2,debit,3/14/2017,10:44:50 PM
868,45,771,142,1,cash,3/29/2017,2:14:56 PM
675,54,771,133,1,credit_card,3/19/2017,7:16:45 AM
2063,82,771,177,1,credit_card,3/2/2017,12:04:37 AM
1907,36,771,260,2,debit,3/4/2017,6:52:21 AM
3641,53,772,448,4,credit_card,3/5/2017,2:57:03 AM
1901,28,772,328,2,debit,3/12/2017,7:13:44 AM
1077,48,772,351,3,credit_card,3/19/2017,12:17:00 AM
284,9,772,354,3,debit,3/4/2017,1:49:42 PM
595,93,772,456,4,debit,3/27/2017,10:58:26 AM
2231,30,772,153,1,debit,3/1/2017,4:30:37 AM
2011,60,772,177,1,debit,3/19/2017,12:04:19 AM
2709,62,772,160,1,cash,3/26/2017,5:39:53 PM
2758,66,772,805,5,credit_card,3/14/2017,8:43:29 AM
2121,62,772,480,3,credit_card,3/3/2017,2:34:17 AM
705,5,772,142,1,cash,3/9/2017,6:43:01 AM
1931,71,772,328,2,debit,3/21/2017,8:09:06 PM
230,79,772,362,2,cash,3/28/2017,7:21:29 AM
2244,51,773,374,2,cash,3/13/2017,2:41:58 PM
3371,55,773,171,1,cash,3/8/2017,11:34:21 PM
3696,97,773,324,2,cash,3/19/2017,9:23:35 AM
2623,97,773,486,3,credit_card,3/13/2017,4:06:33 PM
2359,34,773,366,3,debit,3/1/2017,4:04:07 AM
2035,55,773,342,2,debit,3/1/2017,7:49:51 AM
1127,41,773,354,3,cash,3/23/2017,6:38:13 PM
2606,49,773,387,3,cash,3/9/2017,1:56:28 PM
1474,67,773,131,1,debit,3/4/2017,11:47:58 AM
3406,63,773,136,1,cash,3/9/2017,1:54:56 PM
2197,6,773,374,2,credit_card,3/28/2017,1:19:01 AM
1886,83,773,129,1,debit,3/10/2017,5:17:19 PM
1561,7,773,448,4,credit_card,3/18/2017,3:12:47 PM
2117,65,773,154,1,cash,3/25/2017,1:19:57 PM
4907,68,773,136,1,credit_card,3/4/2017,4:40:38 PM
2925,82,773,354,2,credit_card,3/29/2017,5:11:30 AM
3117,70,773,173,1,debit,3/21/2017,12:52:35 PM
961,62,773,160,1,credit_card,3/2/2017,1:05:58 PM
4071,57,774,441,3,cash,3/27/2017,6:19:08 PM
2407,64,774,266,2,cash,3/26/2017,10:50:37 PM
110,58,774,414,3,cash,3/1/2017,10:01:23 AM
1800,84,774,153,1,credit_card,3/5/2017,4:14:05 PM
962,26,774,352,2,cash,3/18/2017,1:42:38 AM
121,5,774,284,2,credit_card,3/26/2017,8:16:47 AM
2569,8,774,132,1,debit,3/5/2017,6:27:07 PM
1287,91,774,160,1,debit,3/20/2017,1:49:18 AM
734,91,774,320,2,cash,3/10/2017,8:22:23 PM
4024,29,774,489,3,cash,3/7/2017,9:56:19 PM
2043,26,774,352,2,credit_card,3/26/2017,5:44:53 AM
1479,16,774,156,1,debit,3/22/2017,8:09:33 PM
2968,46,774,830,5,debit,3/23/2017,9:22:12 AM
4901,12,774,603,3,debit,3/10/2017,5:48:32 PM
592,39,774,536,4,cash,3/27/2017,9:43:31 AM
3679,62,774,480,3,credit_card,3/19/2017,2:33:54 PM
3040,59,774,178,1,credit_card,3/20/2017,9:54:09 PM
1703,7,774,336,3,debit,3/13/2017,12:48:28 AM
2515,26,774,352,2,credit_card,3/20/2017,10:59:34 AM
891,17,774,352,2,debit,3/3/2017,10:39:46 PM
472,27,774,169,1,credit_card,3/23/2017,7:54:51 PM
4915,76,775,620,4,credit_card,3/17/2017,8:18:55 PM
670,33,775,519,3,cash,3/17/2017,12:47:49 AM
4299,99,775,585,3,credit_card,3/18/2017,2:49:24 PM
4092,21,775,426,3,credit_card,3/28/2017,5:01:59 AM
4341,3,775,296,2,credit_card,3/10/2017,3:54:41 AM
4240,84,775,153,1,credit_card,3/28/2017,1:17:59 PM
4280,35,775,164,1,credit_card,3/20/2017,9:33:36 AM
3464,49,775,129,1,credit_card,3/20/2017,5:11:39 AM
4122,67,775,131,1,cash,3/5/2017,4:59:40 PM
3095,77,775,156,1,credit_card,3/8/2017,5:26:37 PM
4855,41,775,118,1,credit_card,3/11/2017,11:07:20 AM
728,7,775,112,1,debit,3/8/2017,11:03:56 AM
981,61,775,158,1,debit,3/17/2017,4:19:55 PM
262,17,775,176,1,credit_card,3/24/2017,2:06:06 PM
4690,89,775,196,1,debit,3/3/2017,6:53:32 PM
2948,73,776,330,2,cash,3/16/2017,3:12:40 PM
4670,15,776,306,2,credit_card,3/12/2017,4:22:35 AM
471,24,776,280,2,debit,3/11/2017,2:39:29 AM
2224,34,776,122,1,cash,3/14/2017,6:37:22 AM
3651,9,776,354,3,cash,3/5/2017,7:39:00 AM
332,40,776,322,2,cash,3/12/2017,3:02:27 PM
3200,28,776,164,1,debit,3/29/2017,7:49:44 PM
4366,27,776,338,2,credit_card,3/4/2017,9:40:15 PM
2688,69,776,131,1,debit,3/25/2017,7:26:09 PM
2677,4,776,256,2,debit,3/16/2017,11:42:20 AM
955,37,776,568,4,credit_card,3/30/2017,3:39:49 PM
3246,46,776,664,4,debit,3/20/2017,9:00:46 AM
3508,45,776,142,1,debit,3/5/2017,2:40:10 PM
4661,17,776,352,2,cash,3/9/2017,6:54:14 AM
575,83,776,129,1,debit,3/22/2017,7:19:52 PM
653,73,776,495,3,cash,3/27/2017,4:02:11 AM
3313,59,776,356,2,cash,3/5/2017,9:16:24 AM
1079,12,777,402,2,credit_card,3/17/2017,11:48:01 AM
4778,34,777,244,2,credit_card,3/1/2017,1:13:16 PM
3995,35,777,328,2,debit,3/3/2017,7:20:08 AM
4698,22,777,292,2,cash,3/12/2017,8:00:51 PM
2958,93,777,342,3,debit,3/7/2017,11:43:54 AM
132,33,777,346,2,debit,3/13/2017,6:46:55 PM
3667,34,777,244,2,cash,3/24/2017,11:51:01 PM
1535,21,777,284,2,cash,3/9/2017,3:51:29 AM
4418,47,777,145,1,cash,3/8/2017,2:43:01 AM
3314,70,777,346,2,cash,3/19/2017,12:06:31 AM
3664,29,777,326,2,debit,3/14/2017,8:20:12 AM
1713,36,777,390,3,debit,3/24/2017,12:06:59 AM
1339,87,777,149,1,cash,3/17/2017,2:43:11 AM
277,49,777,129,1,cash,3/30/2017,9:49:13 PM
2310,75,777,256,2,cash,3/15/2017,1:14:26 AM
999,8,778,396,3,credit_card,3/17/2017,3:15:04 PM
2061,100,778,222,2,cash,3/24/2017,2:28:40 PM
2363,19,778,163,1,cash,3/21/2017,1:46:46 AM
3020,54,778,665,5,debit,3/1/2017,7:13:17 PM
2042,51,778,374,2,debit,3/17/2017,5:44:50 PM
1751,24,778,280,2,cash,3/18/2017,10:09:47 AM
4926,67,778,524,4,credit_card,3/10/2017,4:26:19 PM
3295,51,778,187,1,credit_card,3/22/2017,8:18:47 AM
173,55,778,342,2,cash,3/2/2017,11:54:12 PM
672,45,778,426,3,credit_card,3/19/2017,3:39:25 AM
1100,80,778,290,2,cash,3/15/2017,9:21:41 AM
1916,16,778,468,3,debit,3/27/2017,9:20:45 PM
1377,53,778,112,1,debit,3/14/2017,12:39:44 PM
4181,40,778,483,3,cash,3/4/2017,3:16:03 AM
487,26,778,176,1,cash,3/21/2017,12:42:40 PM
771,25,778,130,1,debit,3/20/2017,7:32:05 AM
1221,32,778,101,1,credit_card,3/10/2017,6:00:03 AM
768,91,778,320,2,debit,3/26/2017,2:41:42 AM
1503,35,778,656,4,cash,3/12/2017,12:52:33 PM
2449,45,778,284,2,debit,3/24/2017,2:18:08 AM
1533,13,778,480,3,cash,3/10/2017,2:05:30 PM
326,14,779,232,2,credit_card,3/15/2017,7:05:02 AM
1459,94,779,134,1,debit,3/9/2017,7:36:24 PM
2842,93,779,342,3,cash,3/19/2017,3:18:10 AM
676,33,779,692,4,cash,3/4/2017,11:12:53 PM
2238,30,779,306,2,debit,3/29/2017,12:18:21 AM
3810,19,779,326,2,cash,3/24/2017,7:33:47 PM
2404,35,779,328,2,credit_card,3/17/2017,8:45:46 PM
1995,85,779,344,2,debit,3/6/2017,3:36:47 AM
1677,88,779,176,1,credit_card,3/21/2017,6:58:30 PM
453,89,779,392,2,debit,3/16/2017,6:22:22 PM
4109,45,779,142,1,cash,3/7/2017,10:47:04 AM
3165,37,779,284,2,cash,3/28/2017,10:28:54 PM
4459,89,780,196,1,cash,3/3/2017,2:43:02 AM
2291,26,780,176,1,debit,3/27/2017,11:27:36 PM
4403,85,780,172,1,debit,3/24/2017,11:54:27 PM
4795,96,780,153,1,cash,3/26/2017,10:01:42 PM
4801,48,780,234,2,credit_card,3/24/2017,7:14:33 PM
833,55,780,171,1,debit,3/5/2017,12:54:04 PM
1444,51,780,561,3,cash,3/12/2017,11:18:35 PM
3096,93,780,114,1,cash,3/29/2017,3:37:18 PM
4914,37,780,710,5,credit_card,3/12/2017,8:21:22 AM
1635,86,780,390,3,credit_card,3/28/2017,9:12:50 AM
3057,10,780,592,4,credit_card,3/23/2017,10:09:33 PM
1500,79,781,181,1,debit,3/1/2017,6:38:53 AM
4310,69,781,131,1,cash,3/27/2017,1:47:15 PM
2488,49,781,387,3,cash,3/18/2017,10:52:18 PM
4074,89,781,196,1,credit_card,3/3/2017,3:28:57 AM
1556,82,781,531,3,debit,3/23/2017,10:14:46 AM
4390,24,781,420,3,credit_card,3/25/2017,5:03:39 PM
1560,30,781,153,1,credit_card,3/5/2017,8:23:43 PM
3462,22,781,146,1,credit_card,3/21/2017,1:21:26 AM
3003,100,781,222,2,credit_card,3/22/2017,6:44:31 PM
36,61,781,316,2,cash,3/8/2017,3:57:42 PM
2462,89,781,196,1,debit,3/26/2017,8:45:23 PM
1749,73,781,495,3,debit,3/2/2017,11:29:46 PM
1829,22,781,146,1,cash,3/16/2017,12:16:50 AM
4274,59,781,178,1,credit_card,3/30/2017,1:10:36 PM
3422,25,781,260,2,cash,3/13/2017,7:01:11 PM
3276,43,782,362,2,credit_card,3/29/2017,11:25:09 PM
1734,20,782,127,1,cash,3/19/2017,10:30:43 AM
750,24,782,420,3,credit_card,3/2/2017,10:43:39 AM
1033,7,782,112,1,debit,3/8/2017,5:10:10 AM
3902,60,782,531,3,cash,3/20/2017,12:37:15 PM
4823,27,782,338,2,credit_card,3/21/2017,12:19:26 AM
4566,40,782,161,1,cash,3/21/2017,3:39:41 AM
3992,63,782,272,2,cash,3/4/2017,9:31:07 PM
1109,79,782,362,2,debit,3/4/2017,12:42:08 AM
3721,47,782,145,1,cash,3/9/2017,6:17:59 AM
1689,45,782,142,1,debit,3/1/2017,3:50:08 AM
1945,9,782,236,2,debit,3/2/2017,10:56:53 PM
457,17,782,352,2,debit,3/19/2017,10:06:12 PM
4759,91,782,480,3,credit_card,3/16/2017,12:12:29 PM
2537,99,782,390,2,cash,3/8/2017,8:40:07 AM
3362,96,783,459,3,cash,3/18/2017,7:38:56 PM
3009,30,783,153,1,cash,3/22/2017,12:02:54 AM
4239,2,783,282,3,credit_card,3/7/2017,7:42:56 AM
984,97,783,486,3,credit_card,3/25/2017,11:34:53 AM
2869,3,783,148,1,cash,3/5/2017,5:18:47 AM
1304,39,783,268,2,cash,3/13/2017,6:40:25 AM
827,44,783,576,4,debit,3/6/2017,2:06:18 AM
1652,23,783,468,3,debit,3/20/2017,2:49:45 PM
323,92,783,90,1,debit,3/8/2017,3:49:15 AM
4165,89,783,196,1,credit_card,3/13/2017,3:25:43 AM
3557,23,783,468,3,debit,3/7/2017,4:48:50 AM
2726,40,783,644,4,debit,3/23/2017,9:58:41 AM
2554,31,783,258,2,credit_card,3/15/2017,11:46:37 PM
1056,99,783,195,1,debit,3/14/2017,2:12:02 PM
3218,22,783,292,2,credit_card,3/11/2017,11:53:38 AM
3599,29,783,163,1,debit,3/28/2017,10:19:59 AM
4529,69,784,262,2,cash,3/5/2017,11:40:22 PM
4343,55,784,513,3,credit_card,3/1/2017,6:26:23 PM
3874,71,784,328,2,debit,3/1/2017,5:20:24 PM
588,15,784,459,3,credit_card,3/30/2017,12:36:02 AM
2016,97,784,324,2,credit_card,3/22/2017,8:08:41 AM
1429,15,784,459,3,credit_card,3/28/2017,8:31:42 PM
477,29,784,163,1,debit,3/25/2017,11:58:50 AM
1253,52,784,146,1,cash,3/26/2017,6:08:18 AM
2876,99,784,195,1,debit,3/6/2017,8:32:44 PM
2413,49,784,258,2,credit_card,3/11/2017,3:07:20 AM
365,100,784,111,1,debit,3/2/2017,3:36:38 AM
1226,48,784,234,2,credit_card,3/27/2017,4:28:23 PM
1349,13,784,480,3,credit_card,3/23/2017,4:41:23 AM
4718,87,784,149,1,debit,3/2/2017,7:30:42 PM
2250,75,784,256,2,cash,3/29/2017,4:32:21 AM
1640,70,784,692,4,debit,3/9/2017,12:49:43 PM
964,45,784,142,1,cash,3/11/2017,4:34:05 PM
4097,13,784,160,1,debit,3/12/2017,4:46:18 AM
1499,30,784,459,3,debit,3/17/2017,10:27:49 AM
4525,66,784,483,3,credit_card,3/1/2017,3:25:19 AM
1525,17,785,528,3,credit_card,3/6/2017,3:31:23 PM
2148,71,785,164,1,credit_card,3/21/2017,6:51:29 AM
1675,43,785,543,3,cash,3/20/2017,5:25:21 AM
2001,67,785,262,2,cash,3/29/2017,8:57:06 PM
411,32,785,202,2,cash,3/21/2017,7:11:46 AM
862,9,785,590,5,debit,3/28/2017,8:19:25 PM
204,36,785,260,2,credit_card,3/22/2017,7:20:31 PM
3116,89,785,392,2,credit_card,3/4/2017,10:36:16 PM
1953,20,785,381,3,cash,3/24/2017,4:46:22 AM
1842,61,785,158,1,debit,3/2/2017,6:33:49 AM
3600,14,785,116,1,debit,3/27/2017,12:42:22 AM
2166,93,785,114,1,debit,3/30/2017,11:02:05 AM
998,58,785,138,1,credit_card,3/27/2017,6:40:12 AM
3979,55,785,684,4,debit,3/24/2017,12:32:45 AM
1632,88,785,704,4,credit_card,3/22/2017,11:43:03 AM
4800,37,785,710,5,credit_card,3/11/2017,11:24:42 AM
989,88,785,528,3,cash,3/12/2017,5:45:50 PM
2951,98,785,133,1,cash,3/3/2017,6:23:26 AM
4777,89,785,392,2,cash,3/18/2017,3:26:22 PM
3011,53,785,112,1,cash,3/11/2017,10:42:39 PM
3775,73,785,165,1,credit_card,3/7/2017,7:16:30 PM
938,27,785,169,1,credit_card,3/10/2017,12:46:24 AM
4543,96,785,306,2,credit_card,3/24/2017,5:58:03 AM
4029,1,786,474,3,credit_card,3/9/2017,6:24:43 AM
2738,34,786,122,1,debit,3/10/2017,11:45:13 AM
4180,80,786,580,4,credit_card,3/17/2017,2:52:47 AM
2247,45,786,284,2,cash,3/9/2017,6:07:52 PM
748,23,786,312,2,credit_card,3/4/2017,11:23:21 AM
398,52,786,292,2,credit_card,3/9/2017,11:35:20 AM
3173,91,786,160,1,cash,3/27/2017,6:52:38 AM
1780,98,786,133,1,debit,3/13/2017,12:26:32 PM
2195,15,786,306,2,cash,3/23/2017,11:55:59 PM
4642,36,786,390,3,cash,3/16/2017,7:32:22 PM
1167,86,786,260,2,debit,3/2/2017,5:24:44 AM
3809,77,786,156,1,debit,3/22/2017,9:09:03 PM
1716,13,786,320,2,credit_card,3/13/2017,1:50:16 PM
2136,71,786,328,2,debit,3/25/2017,4:11:33 AM
764,37,786,142,1,credit_card,3/10/2017,1:36:09 AM
2319,43,786,181,1,cash,3/7/2017,3:29:45 AM
3435,21,786,284,2,credit_card,3/29/2017,6:18:24 PM
4953,26,786,880,5,cash,3/17/2017,1:50:18 AM
1159,24,786,420,3,credit_card,3/8/2017,12:51:58 PM
1761,59,786,178,1,cash,3/10/2017,5:59:41 AM
247,62,786,160,1,cash,3/12/2017,11:19:34 PM
4517,3,786,444,3,credit_card,3/26/2017,12:37:50 PM
932,59,786,534,3,cash,3/9/2017,11:04:48 AM
503,23,786,156,1,cash,3/28/2017,1:24:43 AM
2581,94,786,268,2,cash,3/6/2017,8:28:14 PM
3283,28,787,164,1,credit_card,3/18/2017,4:10:17 PM
1918,12,787,402,2,debit,3/15/2017,8:39:13 PM
3908,80,787,580,4,cash,3/9/2017,2:06:36 AM
213,88,787,352,2,credit_card,3/13/2017,5:28:23 PM
923,41,787,354,3,cash,3/8/2017,10:34:22 AM
445,50,787,193,1,debit,3/21/2017,10:26:47 AM
879,88,787,704,4,credit_card,3/2/2017,5:05:25 AM
4337,97,787,162,1,debit,3/26/2017,9:53:53 AM
3546,52,787,292,2,credit_card,3/25/2017,5:45:35 AM
2405,35,787,328,2,credit_card,3/20/2017,6:53:00 PM
1731,63,787,272,2,credit_card,3/8/2017,2:36:39 PM
4877,20,787,381,3,credit_card,3/17/2017,2:53:33 PM
4725,8,787,264,2,credit_card,3/29/2017,10:43:20 PM
4414,17,787,352,2,credit_card,3/20/2017,6:13:20 AM
1574,13,787,320,2,debit,3/13/2017,7:10:52 AM
4567,10,787,592,4,debit,3/24/2017,12:44:30 AM
2783,82,787,708,4,credit_card,3/9/2017,10:25:24 PM
3385,11,787,184,1,cash,3/25/2017,5:07:15 AM
2476,65,787,308,2,credit_card,3/17/2017,9:09:32 AM
2837,66,787,161,1,credit_card,3/15/2017,12:42:44 AM
3190,23,787,156,1,credit_card,3/23/2017,11:20:14 PM
1811,17,787,352,2,credit_card,3/25/2017,4:15:34 PM
4173,68,787,408,3,cash,3/3/2017,1:54:05 AM
1730,79,787,543,3,credit_card,3/27/2017,11:51:21 PM
2288,64,788,133,1,credit_card,3/14/2017,3:30:23 PM
4308,99,788,195,1,debit,3/26/2017,7:46:27 AM
1324,91,788,320,2,credit_card,3/29/2017,11:22:36 AM
924,20,788,254,2,debit,3/19/2017,3:52:52 AM
4649,34,788,366,3,debit,3/17/2017,12:01:11 PM
4047,56,788,117,1,credit_card,3/10/2017,10:30:04 PM
3969,1,788,316,2,credit_card,3/18/2017,12:55:40 PM
4327,42,788,704,2,debit,3/16/2017,11:37:57 PM
10,52,788,146,1,credit_card,3/30/2017,9:08:26 PM
550,53,788,336,3,cash,3/17/2017,6:59:02 AM
1078,93,788,342,3,credit_card,3/12/2017,8:04:42 PM
3336,35,788,492,3,debit,3/26/2017,11:15:36 AM
4527,3,788,296,2,debit,3/14/2017,11:06:40 PM
2823,57,788,147,1,debit,3/19/2017,8:58:27 AM
1817,43,788,181,1,debit,3/5/2017,4:01:40 AM
3657,50,788,386,2,cash,3/26/2017,11:26:26 PM
1332,13,788,320,2,credit_card,3/10/2017,6:28:36 AM
4279,47,788,145,1,credit_card,3/30/2017,7:59:14 AM
677,18,789,624,4,credit_card,3/9/2017,10:01:27 AM
3593,84,789,153,1,cash,3/14/2017,1:02:59 PM
4072,46,789,166,1,cash,3/2/2017,8:34:42 AM
119,84,789,153,1,credit_card,3/5/2017,4:08:32 AM
22,97,789,486,3,credit_card,3/4/2017,3:44:00 PM
3158,2,789,188,2,cash,3/12/2017,6:24:10 AM
1649,56,789,117,1,cash,3/20/2017,11:23:28 AM
1890,2,789,94,1,cash,3/24/2017,5:40:05 PM
4749,90,789,712,4,credit_card,3/29/2017,7:56:44 AM
140,55,789,513,3,debit,3/29/2017,4:36:30 PM
2733,80,789,290,2,debit,3/18/2017,2:44:35 PM
4997,48,789,234,2,cash,3/16/2017,8:36:16 PM
1765,12,789,804,4,debit,3/3/2017,3:10:50 AM
2904,65,789,616,4,debit,3/13/2017,6:26:20 AM
1375,97,789,486,3,cash,3/11/2017,4:54:04 AM
4936,11,789,368,2,credit_card,3/1/2017,8:08:06 AM
2028,64,789,133,1,credit_card,3/7/2017,10:55:29 AM
2650,81,789,354,2,credit_card,3/6/2017,3:51:59 PM
4344,13,789,320,2,credit_card,3/13/2017,9:17:26 AM
3220,82,789,177,1,credit_card,3/4/2017,2:21:46 AM
448,84,789,612,4,cash,3/9/2017,1:31:05 AM
2188,44,789,288,2,debit,3/14/2017,6:24:41 AM
4062,49,789,129,1,cash,3/6/2017,8:49:15 PM
358,33,790,519,3,credit_card,3/11/2017,5:23:36 PM
268,73,790,330,2,credit_card,3/19/2017,7:03:45 PM
3787,45,790,142,1,debit,3/20/2017,9:37:27 PM
2624,34,790,488,4,cash,3/22/2017,2:10:09 PM
4709,19,790,489,3,credit_card,3/6/2017,11:02:55 AM
4886,93,790,342,3,credit_card,3/24/2017,7:15:50 PM
489,9,790,118,1,debit,3/1/2017,11:27:41 PM
2169,96,790,153,1,cash,3/10/2017,12:07:10 AM
2284,26,790,352,2,debit,3/17/2017,11:38:30 PM
30,59,790,178,1,credit_card,3/4/2017,10:49:28 PM
4495,9,790,118,1,debit,3/28/2017,4:24:25 AM
3084,90,790,356,2,credit_card,3/13/2017,2:18:19 PM
2027,50,790,193,1,debit,3/18/2017,1:31:55 AM
2810,18,790,468,3,cash,3/15/2017,12:28:38 AM
1403,9,790,118,1,debit,3/1/2017,9:55:01 PM
551,48,790,117,1,debit,3/25/2017,4:00:39 AM
1915,86,790,520,4,cash,3/18/2017,12:29:42 PM
1366,20,790,254,2,debit,3/8/2017,12:05:54 AM
4673,57,790,147,1,debit,3/22/2017,10:39:44 AM
2338,26,791,352,2,debit,3/12/2017,11:22:26 PM
4866,56,791,117,1,cash,3/9/2017,10:58:02 PM
2629,23,791,156,1,debit,3/10/2017,7:52:05 AM
4170,54,791,133,1,cash,3/17/2017,1:19:23 AM
3509,81,791,354,2,debit,3/7/2017,9:02:53 AM
297,79,791,181,1,credit_card,3/22/2017,5:03:10 PM
4876,34,791,122,1,debit,3/20/2017,8:23:11 PM
2751,69,791,393,3,credit_card,3/20/2017,6:53:57 AM
116,25,791,260,2,credit_card,3/19/2017,9:46:05 PM
1463,7,791,224,2,debit,3/14/2017,4:06:15 PM
1009,38,791,190,1,cash,3/6/2017,9:36:44 AM
3418,70,791,173,1,cash,3/16/2017,5:36:55 PM
3483,51,791,374,2,cash,3/15/2017,2:17:39 PM
4314,77,791,156,1,credit_card,3/14/2017,8:56:01 AM
3877,7,791,112,1,credit_card,3/7/2017,8:04:39 AM
1262,73,791,330,2,debit,3/25/2017,5:44:34 PM
